,TF-IDF + KNN,TF-IDF + MLP,TF-IDF + RF,TF-IDF + SVM,TF-IDF + NB,CNN,LSTM,fastText,fastText + autotune,HAN(title+desc)+comment+code,HAN(title+desc)
0,0.5,0.731203007518797,0.5555555555555556,0.6553884711779449,0.7631578947368421,0.5,0.5457393483709273,0.5,0.516499582,0.7792397660818714,0.7604427736006684
1,0.5,0.6128048780487805,0.5535714285714286,0.5,0.7106562137049942,0.5316492450638792,0.5,0.5,0.599012776,0.7439431913116124,0.7717209690893901
2,0.4961832061068702,0.5423664122137405,0.55,0.5,0.767175572519084,0.4770992366412214,0.5,0.5,0.580916031,0.7957393483709273,0.7717209690893901
3,0.49615384615384617,0.5875457875457876,0.5,0.5,0.6261904761904762,0.5322344322344322,0.49615384615384617,0.5,0.496062992,0.7199248120300752,0.747702589807853
4,0.5208333333333334,0.7004593175853019,0.5416666666666666,0.5,0.7063648293963254,0.49606299212598426,0.5,0.5,0.5,0.7717209690893901,0.7011278195488722
5,0.5384615384615384,0.6153846153846154,0.5769230769230769,0.5,0.7006688963210703,0.5,0.5537904124860648,0.5,0.613476734,0.7717209690893901,0.764202172096909
6,0.5,0.6064530289727832,0.5294117647058824,0.7385864793678665,0.6496927129060579,0.5,0.5,0.5,0.5,0.6846282372598163,0.7529239766081872
7,0.5263157894736842,0.7330542264752791,0.631578947368421,0.7067384370015949,0.7238835725677831,0.6277910685805422,0.5,0.5,0.533333333,0.747702589807853,0.7754803675856308
8,0.5,0.5998329156223894,0.5277777777777778,0.5,0.7203425229741018,0.6200918964076858,0.5,0.5,0.712906058,0.782999164578112,0.7364243943191312
9,0.5259803921568628,0.6963235294117647,0.5666666666666667,0.5,0.7683823529411764,0.7259803921568628,0.5,0.5,0.5,0.7086466165413534,0.747702589807853
10,0.5294117647058824,0.7535118525021949,0.5588235294117647,0.5294117647058824,0.7574626865671642,0.5438981562774363,0.5,0.5,0.61495098,0.6921470342522974,0.7679615705931495
11,0.4962962962962963,0.5201388888888888,0.53125,0.5,0.7502314814814814,0.5,0.6138888888888888,0.5,0.677413672,0.747702589807853,0.7401837928153718
12,0.4961832061068702,0.6618320610687023,0.5173664122137405,0.5,0.7269083969465648,0.5097328244274809,0.5,0.5,0.5,0.747702589807853,0.764202172096909
13,0.49264705882352944,0.7186274509803922,0.5333333333333333,0.5,0.7132352941176471,0.6259803921568627,0.5,0.5,0.5,0.6643692564745196,0.7401837928153718
14,0.5454545454545454,0.6779422128259338,0.5454545454545454,0.6324876673713883,0.7286821705426356,0.5831571529245948,0.5565539112050739,0.5,0.606360793,0.712406015037594,0.72890559732665
15,0.5395720108695652,0.6839334239130435,0.5434782608695652,0.7274116847826086,0.7243546195652174,0.5217391304347826,0.5,0.5,0.5,0.7326649958228906,0.7754803675856308
16,0.5240183792815372,0.5998329156223894,0.5555555555555556,0.6794068504594821,0.7391395154553049,0.49624060150375937,0.5,0.5,0.623626374,0.7717209690893901,0.7717209690893901
17,0.5,0.6925853018372704,0.5208333333333334,0.5,0.739009186351706,0.6222112860892388,0.49606299212598426,0.5,0.648681055,0.7754803675856308,0.7604427736006684
18,0.5357142857142857,0.5531803962460897,0.5357142857142857,0.5,0.7745046923879041,0.5284150156412931,0.5,0.5,0.660323253,0.7401837928153718,0.788220551378446
19,0.5277777777777778,0.6996658312447787,0.5555555555555556,0.6756474519632414,0.7293233082706767,0.5,0.5,0.5,0.5,0.747702589807853,0.7199248120300752
20,0.5,0.576007326007326,0.5,0.5,0.7254578754578755,0.5,0.5,0.5,0.53125,0.7236842105263158,0.8235171261487052
21,0.49615384615384617,0.53992673992674,0.5,0.5,0.7069597069597069,0.5798534798534798,0.5,0.5,0.674066244,0.747702589807853,0.7717209690893901
22,0.53447242206235,0.6795563549160673,0.625,0.5,0.7194244604316546,0.5,0.5,0.5,0.557124682,0.7679615705931495,0.7364243943191312
23,0.5641293013555787,0.6996871741397289,0.5357142857142857,0.7354014598540146,0.6949947862356621,0.5,0.5,0.5,0.557124682,0.7401837928153718,0.7604427736006684
24,0.5238095238095238,0.5721611721611721,0.51996336996337,0.5238095238095238,0.7692307692307692,0.51996336996337,0.5,0.5,0.557124682,0.7919799498746867,0.7529239766081872
25,0.52,0.5761904761904761,0.52,0.5,0.753968253968254,0.5160317460317461,0.5,0.5,0.557124682,0.7792397660818714,0.7364243943191312
26,0.49606299212598426,0.5884186351706037,0.5625,0.6835629921259843,0.739009186351706,0.5675853018372704,0.5208333333333334,0.5,0.557124682,0.7717209690893901,0.7604427736006684
27,0.5,0.644110275689223,0.5555555555555556,0.6200918964076858,0.6512113617376776,0.5923141186299081,0.5,0.5,0.557124682,0.695906432748538,0.72890559732665
28,0.5,0.6800925925925926,0.5,0.5,0.66875,0.5,0.5,0.5,0.557124682,0.747702589807853,0.7326649958228906
29,0.5,0.6363636363636364,0.5,0.5,0.6982029598308668,0.5,0.5,0.5,0.557124682,0.747702589807853,0.7161654135338346
