repeated_times,Macro F1,recall,precision
0,0.491820909,0.659224645,0.616161616
1,0.567011073,0.728962972,0.640721724
2,0.55294828,0.720770636,0.628799468
3,0.571118363,0.731266051,0.636483736
4,0.572495465,0.728058712,0.635411
5,0.582596236,0.733720324,0.640954502
6,0.598562166,0.742085908,0.651184837
7,0.599514959,0.732904808,0.646911362
8,0.599622938,0.736024813,0.647702913
9,0.604270488,0.740353598,0.651437086
10,0.607724747,0.741914958,0.652767481
11,0.602181695,0.739542287,0.649515486
12,0.606191964,0.742280042,0.65318989
13,0.604108267,0.739676915,0.650616922
14,0.604972377,0.741220324,0.650560913
15,0.60103891,0.738884114,0.65031086
16,0.603306691,0.737539261,0.650905975
17,0.602892779,0.735821505,0.649145034
18,0.606453615,0.737464974,0.650546893
19,0.606580428,0.737499983,0.650249941
20,0.607186988,0.737773013,0.65034202
21,0.607775196,0.737585778,0.650931312
22,0.606904108,0.736369674,0.650847729
23,0.609070856,0.738217603,0.652105189
24,0.609010215,0.73735885,0.651913839
25,0.612187446,0.739498304,0.654093467
26,0.614734296,0.739635303,0.655479555
27,0.613006037,0.738271677,0.654642167
28,0.612379282,0.736797234,0.654012223
29,0.609273738,0.735063014,0.652843361
