repeated_times,Macro F1,recall,precision
0,0.597222222,0.573717949,0.705357143
1,0.608571793,0.582141993,0.709821429
2,0.612354983,0.584950008,0.711309524
3,0.630887859,0.594962506,0.776903195
4,0.644481834,0.604541433,0.812593985
5,0.653544485,0.613293075,0.809989937
6,0.647346249,0.609905969,0.802935097
7,0.638728071,0.605129987,0.776063581
8,0.619746053,0.593448877,0.738684869
9,0.61749367,0.591475784,0.735352096
10,0.615650811,0.589861436,0.732625282
11,0.614115096,0.588325364,0.750520544
12,0.612815644,0.58702561,0.765662688
13,0.602111881,0.580809495,0.741760673
14,0.593163749,0.574164334,0.722667105
15,0.58563647,0.569529063,0.705517652
16,0.578710201,0.564873507,0.690332403
17,0.578693014,0.564741646,0.704124853
18,0.586734512,0.570106121,0.717817529
19,0.588393855,0.571129117,0.717640939
20,0.587149583,0.570387518,0.727744921
21,0.581504737,0.566742453,0.71460181
22,0.580050268,0.56601452,0.723577933
23,0.575970792,0.563263915,0.712825404
24,0.571647557,0.560348743,0.702207125
25,0.567656878,0.557657815,0.692405636
26,0.5695926,0.558876638,0.693216009
27,0.566469395,0.556449226,0.685375588
28,0.567529837,0.556965755,0.694409824
29,0.570228337,0.55840023,0.703426572
