repeated_times,Macro F1,recall,precision
0,0.504761905,0.714285714,0.59462486
1,0.512561504,0.72362013,0.610804494
2,0.504748605,0.726003164,0.608815899
3,0.498976127,0.717518246,0.604845411
4,0.500133282,0.724014597,0.604565984
5,0.492259961,0.718514036,0.604995463
6,0.485896026,0.719212639,0.601516848
7,0.485101619,0.718894393,0.602288781
8,0.486391356,0.718562692,0.604391374
9,0.488153032,0.720882247,0.60478557
10,0.490136842,0.722519215,0.6056918
11,0.491297715,0.720040204,0.609036928
12,0.486220548,0.720341598,0.605693608
13,0.491213697,0.724618611,0.606904172
14,0.490576697,0.724662352,0.606655534
15,0.490190515,0.723963652,0.607091836
16,0.484930381,0.719929058,0.603129749
17,0.48705236,0.721131501,0.604230919
18,0.484784256,0.719903643,0.603776041
19,0.483790802,0.721668877,0.602223603
20,0.483070694,0.722511393,0.601391325
21,0.481144299,0.722310198,0.600390132
22,0.480584576,0.722332628,0.60016613
23,0.479502669,0.722253356,0.599630107
24,0.481095671,0.723798005,0.599930617
25,0.48262035,0.723687706,0.601331887
26,0.484237893,0.724967485,0.601802376
27,0.48434295,0.723768138,0.601699291
28,0.484522273,0.723383374,0.60097535
29,0.484909956,0.722720207,0.601957331
