,TF-IDF + KNN,TF-IDF + MLP,TF-IDF + RF,TF-IDF + SVM,TF-IDF + NB,CNN,LSTM,fastText,fastText + autotune,HAN(title+desc)+comment+code,HAN(title+desc)
0,0.5,0.5833333333333334,0.5,0.5,0.6923076923076923,0.5,0.5,0.5,0.681132075,0.5,0.6811320754716981
1,0.5,0.590566037735849,0.5,0.5,0.7075471698113207,0.5,0.5,0.5,0.5,0.7528301886792453,0.7716981132075472
2,0.5,0.590566037735849,0.5,0.5,0.8018867924528301,0.5,0.5,0.5,0.5,0.8101851851851851,0.8101851851851851
3,0.625,0.75,0.5,0.6157407407407407,0.6388888888888888,0.5,0.5,0.5,0.65,0.5714285714285714,0.5714285714285714
4,0.5,0.7857142857142857,0.5,0.5,0.6470588235294117,0.49019607843137253,0.5,0.5,0.7,0.6570512820512819,0.721153846153846
5,0.5,0.5833333333333334,0.5,0.75,0.625,0.49038461538461536,0.5,0.5,0.583333333,0.65,0.5
6,0.5,0.5895833333333332,0.5,0.6,0.7625,0.5,0.5,0.5,0.5,0.9339622641509434,0.8716981132075472
7,0.5,0.690566037735849,0.5,0.5,0.6415094339622642,0.5,0.5,0.5,0.871698113,0.6330532212885153,0.6848739495798319
8,0.5,0.49019607843137253,0.5,0.5,0.6568627450980392,0.5,0.5,0.5,0.666666667,0.5,0.5
9,0.5833333333333334,0.5833333333333334,0.5,0.5,0.6923076923076923,0.5,0.5,0.5,0.657051282,0.5,0.721153846153846
10,0.5833333333333334,0.6666666666666666,0.5,0.5,0.7147435897435899,0.5,0.5,0.5,0.6675,0.7044817927170868,0.5714285714285714
11,0.5,0.5714285714285714,0.5,0.5,0.6666666666666667,0.5,0.5,0.5,0.5,0.5,0.5
12,0.5616246498599439,0.5616246498599439,0.5,0.6428571428571428,0.6470588235294117,0.5,0.5,0.5,0.56162465,0.825,0.825
13,0.5,0.5625,0.5,0.5,0.65,0.5,0.5,0.5,0.589583333,0.5811320754716981,0.590566037735849
14,0.5,0.7,0.5,0.5,0.7075471698113207,0.5,0.5,0.5,0.5,0.6378205128205128,0.7307692307692307
15,0.5,0.49038461538461536,0.5,0.5,0.7596153846153846,0.5,0.5,0.5,0.666666667,0.47115384615384615,0.46153846153846156
16,0.5,0.75,0.5,0.5,0.6025641025641025,0.5,0.5,0.5,0.5,0.72,0.6775
17,0.5,0.625,0.5,0.5,0.7075000000000001,0.5,0.5,0.5,0.481818182,0.5737179487179487,0.6282051282051282
18,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6634615384615384,0.5,0.5,0.5,0.586458333,0.8905660377358491,0.6811320754716981
19,0.5,0.7,0.5,0.5,0.5415094339622641,0.5,0.5,0.5,0.586458333,0.5,0.5
20,0.5,0.5555555555555556,0.5,0.5,0.7301587301587301,0.4897959183673469,0.5,0.5,0.586458333,0.6428571428571428,0.6330532212885153
21,0.5,0.6428571428571428,0.5,0.5,0.7745098039215687,0.49019607843137253,0.5,0.5,0.586458333,0.7895833333333333,0.76875
22,0.5,0.65,0.5,0.5,0.75,0.5,0.5,0.5,0.586458333,0.5,0.4814814814814815
23,0.49074074074074076,0.5,0.5,0.5,0.6481481481481481,0.5,0.5,0.5,0.586458333,0.721153846153846,0.6474358974358974
24,0.5,0.5,0.5,0.5,0.6538461538461539,0.5,0.5,0.5,0.586458333,0.7307692307692307,0.6570512820512819
25,0.5,0.6570512820512819,0.49038461538461536,0.5,0.6282051282051282,0.5,0.49038461538461536,0.5,0.586458333,0.5,0.5
26,0.49056603773584906,0.5811320754716981,0.5,0.5,0.6981132075471699,0.5,0.5,0.5,0.586458333,0.4636363636363636,0.4909090909090909
27,0.5,0.4909090909090909,0.5,0.5,0.6818181818181819,0.5,0.5939393939393939,0.5,0.586458333,0.7857142857142857,0.7857142857142857
28,0.5,0.5714285714285714,0.5,0.5,0.6470588235294117,0.5,0.5,0.5,0.586458333,0.8811320754716981,0.7716981132075472
29,0.5,0.7,0.5,0.5,0.6603773584905661,0.5,0.5,0.5,0.586458333,0.6666666666666666,0.5
