,TF-IDF + KNN,TF-IDF + MLP,TF-IDF + RF,TF-IDF + SVM,TF-IDF + NB,CNN,LSTM,fastText,fastText + autotune,HAN(title+desc)+comment+code,HAN(title+desc)
0,0.5938271604938271,0.8046389824167602,0.6301907968574635,0.5,0.8130939019827909,0.760381593714927,0.7590347923681258,0.5,0.701720913,0.8613387978142077,0.8427443837279903
1,0.5967668488160291,0.7727686703096539,0.6183211900425015,0.7099271402550091,0.768290831815422,0.7336824529447481,0.6967213114754098,0.5,0.804644809,0.8465833333333332,0.8445833333333331
2,0.6294166666666666,0.7800833333333332,0.6626666666666666,0.7211666666666666,0.74675,0.5,0.722,0.5,0.7965,0.867,0.8569999999999999
3,0.6666666666666666,0.8033333333333332,0.65225,0.5,0.7371666666666667,0.6566666666666666,0.6005833333333334,0.5,0.815333333,0.8934904601571269,0.8843995510662178
4,0.5727272727272728,0.7855967078189301,0.6210998877665542,0.5,0.7945753834642724,0.7562663673774784,0.600860456416012,0.5,0.760381594,0.8557258064516129,0.857741935483871
5,0.6758870967741936,0.7617741935483872,0.7059677419354838,0.5,0.7621774193548387,0.757741935483871,0.6438709677419355,0.5,0.803709677,0.8323317307692307,0.8635149572649572
6,0.5795272435897436,0.7833199786324787,0.6484375,0.5,0.7934695512820513,0.7463942307692307,0.7086672008547008,0.5,0.745659722,0.8173333333333332,0.833
7,0.5961666666666666,0.82175,0.6710833333333334,0.5,0.7771666666666667,0.6903333333333332,0.6659166666666666,0.5,0.777666667,0.8522967168959744,0.8605954720826964
8,0.6031884690980563,0.7904200334862052,0.6052631578947368,0.5,0.7832860158695494,0.5798937176967314,0.684501710708306,0.5,0.726941836,0.8492746496188837,0.8698467338742726
9,0.6492090812228506,0.7863699696746168,0.6694533234980738,0.8104663552167855,0.7771084337349398,0.7636259323006311,0.7065814277518236,0.5,0.818826326,0.8786746904613681,0.8784325932074428
10,0.6636923289755827,0.8498651172442416,0.6554956076641073,0.5,0.7810749118074289,0.6859306910147334,0.580756726845127,0.5,0.833229577,0.8637844611528821,0.8379699248120301
11,0.6219924812030075,0.7407268170426065,0.6335213032581453,0.5,0.7406015037593985,0.6082706766917294,0.6236842105263158,0.5,0.740162907,0.8868714117728436,0.8517327246316662
12,0.6554956076641073,0.7880265615272879,0.6700214428996334,0.5,0.7665490765719029,0.6554956076641073,0.5,0.5,0.808881511,0.8744552811786678,0.8866293145189182
13,0.6576053123054576,0.7964653800926886,0.6533859030227571,0.5,0.7639551774227018,0.7264301030642596,0.67019436950958,0.5,0.790378363,0.9149360006781385,0.8836568619140459
14,0.6343138085954056,0.7885903195727728,0.6702127659574468,0.5,0.7602780367890141,0.7227685004662202,0.7074680003390692,0.5,0.790582351,0.8551724137931035,0.8418103448275862
15,0.5778735632183908,0.7443247126436782,0.6165229885057472,0.5,0.769971264367816,0.6108477011494253,0.6599137931034482,0.5,0.776436782,0.8509411050394659,0.871584699453552
16,0.6101244687310261,0.8076806314511232,0.6533090467516697,0.7068154219793564,0.7457498482088647,0.707953855494839,0.7265482695810564,0.5,0.780965392,0.8580618385557169,0.8519748218855918
17,0.6311475409836066,0.81707823199834,0.6576053123054576,0.5,0.8061492702497061,0.7245624956768348,0.5650895759839524,0.5,0.766030297,0.8070139032994398,0.8372068893961403
18,0.6145120011067303,0.7903783634225634,0.6597150169468077,0.5,0.7977104516843053,0.6451891817112818,0.7545133845196099,0.5,0.694127412,0.8605954720826964,0.9023804324088228
19,0.6098857101259373,0.788818519327364,0.6207323287471791,0.6976050083715513,0.7765887748416685,0.746560384363398,0.7080876465021475,0.5,0.764104244,0.8664640324214792,0.8316109422492401
20,0.5867274569402229,0.7834177642688281,0.6264099966227625,0.5,0.7442755825734548,0.6930091185410335,0.6918608578183046,0.5,0.79929078,0.873777435502503,0.8852522140931843
21,0.5935695032730073,0.7302271852137082,0.7223334616865613,0.7202926453600307,0.7362341162880247,0.6555256064690026,0.7233346168656142,0.5,0.792183288,0.8443509615384616,0.8187767094017094
22,0.5738514957264957,0.7669604700854701,0.6853632478632479,0.5,0.821247329059829,0.6221287393162392,0.5092147435897436,0.5,0.744257479,0.8970833333333332,0.8935
23,0.6650833333333334,0.8281666666666667,0.65025,0.5,0.7335833333333333,0.6843333333333333,0.5420833333333334,0.5,0.88025,0.8358811967678532,0.8739899541384583
24,0.6604426002766252,0.792967896920725,0.6228070175438596,0.7105263157894737,0.7713110577273058,0.7207177695275533,0.7168595763267089,0.5,0.77032831,0.8281969309462915,0.8271739130434782
25,0.5955882352941176,0.7399616368286445,0.625,0.5,0.7828005115089514,0.7148976982097186,0.6767902813299234,0.5,0.759015345,0.859,0.8321666666666666
26,0.64625,0.7905,0.6398333333333334,0.5,0.8055833333333333,0.7211666666666666,0.5208333333333334,0.5,0.779666667,0.8515979976896421,0.791682710820177
27,0.6165190604543703,0.7949942241047363,0.6960723912206392,0.7412013862148632,0.7824027724297267,0.662918752406623,0.7236041586445899,0.5,0.801116673,0.8349749202006383,0.8135430916552667
28,0.6413588691290469,0.8272685818513452,0.6724578203374373,0.5,0.7180574555403556,0.6256725946192431,0.6933424532603739,0.5,0.798267214,0.8350545037292026,0.8432505532333414
29,0.6288009179575444,0.8106302762068683,0.6470371281042538,0.5,0.7508400950741743,0.7126055241373659,0.6764609458241128,0.5,0.798582083,0.8706666666666668,0.8614166666666666
