repeated_times,Macro F1,recall,precision
0,0.522596243,0.527777778,0.943333333
1,0.485750676,0.513888889,0.675309051
2,0.478044935,0.507986995,0.594650478
3,0.474192064,0.505990246,0.553603753
4,0.479050402,0.508958863,0.627549669
5,0.490974542,0.513875976,0.682958057
6,0.496176256,0.516095374,0.720630716
7,0.504777847,0.5206624,0.748421004
8,0.500725848,0.518366578,0.714196154
9,0.503904037,0.519495606,0.713078552
10,0.506038811,0.520397075,0.734313835
11,0.503204574,0.518697319,0.710372671
12,0.5002303,0.517259064,0.689095914
13,0.506988138,0.520788178,0.708187337
14,0.503903215,0.5194023,0.689451669
15,0.503790409,0.519548351,0.704277607
16,0.504896635,0.520032435,0.718339708
17,0.504540363,0.52007693,0.729728243
18,0.506618164,0.520899948,0.741672371
19,0.507191512,0.52105587,0.739236403
20,0.505069699,0.52005321,0.724532935
21,0.503140779,0.5191417,0.711166146
22,0.505521264,0.520121046,0.722129937
23,0.507125319,0.520770765,0.731902301
24,0.507229917,0.520892315,0.739959542
25,0.505216214,0.520088764,0.727546427
26,0.5034243,0.519344736,0.71617544
27,0.502170213,0.518653853,0.706326223
28,0.501130825,0.518010616,0.697384625
29,0.499783607,0.517410263,0.688376881
