repeated_times,Macro F1,recall,precision
0,0.468309859,0.5,0.440397351
1,0.458607484,0.5,0.42384106
2,0.460584659,0.5,0.427152318
3,0.461096857,0.5,0.427980132
4,0.460244392,0.5,0.426490066
5,0.463121768,0.5,0.431567329
6,0.464129436,0.5,0.433301798
7,0.464417143,0.5,0.433774834
8,0.464849667,0.5,0.43451067
9,0.46575146,0.5,0.436092715
10,0.46615364,0.5,0.436785069
11,0.466643168,0.5,0.437637969
12,0.466481309,0.5,0.437340805
13,0.467008901,0.5,0.438268685
14,0.46658926,0.5,0.437527594
15,0.466101266,0.5,0.436672185
16,0.466231184,0.5,0.436891313
17,0.465709147,0.5,0.43598234
18,0.466234689,0.5,0.436911816
19,0.466338448,0.5,0.437086093
20,0.466162019,0.5,0.436770735
21,0.46600163,0.5,0.436484046
22,0.46658027,0.5,0.437517996
23,0.466960027,0.5,0.438189845
24,0.466786964,0.5,0.437880795
25,0.46632876,0.5,0.437086093
26,0.465977121,0.5,0.436472897
27,0.466060434,0.5,0.436613056
28,0.466266211,0.5,0.436971911
29,0.466081147,0.5,0.436644592
