,TF-IDF + KNN,TF-IDF + MLP,TF-IDF + RF,TF-IDF + SVM,TF-IDF + NB,CNN,LSTM,fastText,fastText + autotune,HAN(title+desc)+comment+code,HAN(title+desc)
0,0.5,0.6813186813186813,0.5274725274725274,0.5,0.8296703296703296,0.5,0.5,0.5,0.791208791,0.7329545454545455,0.5596590909090909
1,0.5,0.5397727272727273,0.5,0.4772727272727273,0.7585227272727273,0.5,0.5,0.5,0.556818182,0.7252747252747254,0.5
2,0.5384615384615384,0.6758241758241758,0.4945054945054945,0.6428571428571428,0.7802197802197801,0.5,0.5164835164835164,0.5,0.648351648,0.8817460317460316,0.8349206349206351
3,0.5714285714285714,0.6563492063492063,0.5,0.5,0.7007936507936509,0.5,0.5301587301587302,0.5,0.817028986,0.822463768115942,0.8695652173913043
4,0.5833333333333334,0.7028985507246377,0.5,0.5,0.7608695652173914,0.536231884057971,0.5,0.5,0.683146067,0.6554307116104868,0.7220973782771536
5,0.5943820224719101,0.6108614232209737,0.5,0.5,0.7475655430711611,0.5333333333333333,0.5,0.5,0.589361702,0.7340425531914894,0.7734042553191489
6,0.55,0.6893617021276596,0.5446808510638299,0.5,0.7765957446808511,0.5,0.5446808510638299,0.5,0.692063492,0.5,0.5
7,0.5357142857142857,0.6619047619047619,0.49444444444444446,0.6976190476190476,0.8166666666666667,0.49444444444444446,0.5,0.5,0.588068182,0.5,0.7897727272727273
8,0.4943181818181818,0.5568181818181819,0.5,0.6136363636363636,0.75,0.5,0.5,0.5,0.5,0.8681318681318682,0.9725274725274725
9,0.5384615384615384,0.6428571428571428,0.5384615384615384,0.5,0.7967032967032968,0.5,0.5,0.5,0.5,0.7388888888888888,0.6071428571428571
10,0.5658730158730159,0.6730158730158731,0.5,0.5,0.8111111111111111,0.519047619047619,0.49444444444444446,0.5,0.546875,0.5,0.5
11,0.5238095238095238,0.6009753298909926,0.5238095238095238,0.6009753298909926,0.7532989099254159,0.5,0.5,0.5,0.752747253,0.84375,0.8541666666666667
12,0.5625,0.609375,0.5,0.5625,0.6927083333333334,0.5,0.5,0.5,0.616479401,0.7527472527472527,0.5
13,0.5384615384615384,0.6428571428571428,0.5384615384615384,0.5,0.7967032967032968,0.5,0.5,0.5,0.785714286,0.9340659340659341,0.9835164835164836
14,0.5769230769230769,0.7032967032967034,0.4945054945054945,0.5,0.7802197802197801,0.6098901098901099,0.5,0.5,0.533333333,0.5,0.7662921348314607
15,0.5333333333333333,0.5775280898876404,0.5,0.5,0.6696629213483146,0.5,0.5,0.5,0.5,0.9234167893961709,0.5
16,0.7142857142857143,0.7142857142857143,0.5,0.7857142857142857,0.8195876288659794,0.5,0.4948453608247423,0.5,0.682291667,0.5,0.7887640449438201
17,0.5,0.6887640449438202,0.5,0.5,0.7756554307116105,0.5,0.5,0.5,0.734042553,0.7912087912087912,0.7197802197802199
18,0.5769230769230769,0.6813186813186813,0.5,0.5,0.7362637362637363,0.5,0.5,0.5,0.578723404,0.921875,0.8020833333333333
19,0.625,0.7447916666666666,0.5,0.5,0.7135416666666666,0.4947916666666667,0.6041666666666667,0.5,0.616479401,0.8234042553191488,0.6893617021276596
20,0.6446808510638299,0.6446808510638299,0.5,0.5946808510638298,0.7872340425531915,0.5,0.4946808510638298,0.5,0.616479401,0.8446808510638298,0.8393617021276595
21,0.5,0.6840425531914893,0.5446808510638299,0.5,0.7159574468085106,0.5893617021276595,0.5,0.5,0.616479401,0.9239130434782609,0.931159420289855
22,0.4945652173913043,0.5090579710144927,0.536231884057971,0.5670289855072463,0.7717391304347826,0.5307971014492753,0.5,0.5,0.616479401,0.7404692082111437,0.8660801564027371
23,0.5,0.5933528836754642,0.5347018572825024,0.6710654936461389,0.7688172043010753,0.5,0.5,0.5,0.616479401,0.9257246376811593,0.5
24,0.5416666666666666,0.7282608695652175,0.5416666666666666,0.608695652173913,0.7880434782608696,0.5,0.5307971014492753,0.5,0.616479401,0.5,0.8552971576227391
25,0.5277777777777778,0.6886304909560723,0.5,0.5,0.7803617571059431,0.5,0.6698966408268734,0.5,0.616479401,0.8736263736263735,0.5
26,0.6923076923076923,0.6813186813186813,0.5384615384615384,0.5,0.8131868131868132,0.5,0.5,0.5,0.616479401,0.5,0.5
27,0.5,0.649812734082397,0.5333333333333333,0.749812734082397,0.7138576779026218,0.5,0.5,0.5,0.616479401,0.9491691104594331,0.5
28,0.5347018572825024,0.6148582600195504,0.489247311827957,0.5,0.7370478983382209,0.5,0.5,0.5,0.616479401,0.7648578811369509,0.8598191214470283
29,0.5277777777777778,0.5264857881136952,0.5219638242894057,0.5,0.7280361757105943,0.5219638242894057,0.5,0.5,0.616479401,0.8278985507246376,0.5
