,HAN(title+desc),HAN(title+desc)+code ,HAN(title+desc)+code+command ,HAN(title+desc)+code+command+label,HAN(title+desc)+code+label ,HAN(title+desc)+command ,HAN(title+desc)+command+label ,HAN(title+desc)+comment ,HAN(title+desc)+comment+code,HAN(title+desc)+comment+code+command,HAN(title+desc)+comment+code+command+label ,HAN(title+desc)+comment+code+label ,HAN(title+desc)+comment+command ,HAN(title+desc)+comment+command+label,HAN(title+desc)+comment+label,HAN(title+desc)+label 
0,0.6811320754716981,0.5,0.7811320754716982,0.5,0.5,0.5,0.5,0.590566037735849,0.5,0.6811320754716981,0.5811320754716981,0.6811320754716981,0.5,0.590566037735849,0.6811320754716981,0.6811320754716981
1,0.7716981132075472,0.6716981132075471,0.7622641509433963,0.7622641509433963,0.7622641509433963,0.6716981132075471,0.7433962264150944,0.7528301886792453,0.7528301886792453,0.6716981132075471,0.7622641509433963,0.7622641509433963,0.7716981132075472,0.5,0.7716981132075472,0.5811320754716981
2,0.8101851851851851,0.7037037037037037,0.4722222222222222,0.587962962962963,0.8194444444444443,0.6851851851851852,0.8194444444444443,0.8101851851851851,0.8101851851851851,0.6944444444444444,0.5,0.8287037037037037,0.8009259259259259,0.7129629629629629,0.8101851851851851,0.8101851851851851
3,0.5714285714285714,0.5714285714285714,0.6428571428571428,0.5,0.5616246498599439,0.5616246498599439,0.5616246498599439,0.5518207282913165,0.5714285714285714,0.5616246498599439,0.6428571428571428,0.5616246498599439,0.6134453781512604,0.6428571428571428,0.6232492997198879,0.5714285714285714
4,0.721153846153846,0.766025641025641,0.5833333333333334,0.6474358974358974,0.7115384615384616,0.6089743589743589,0.5737179487179487,0.5641025641025641,0.6570512820512819,0.5544871794871795,0.6185897435897436,0.49038461538461536,0.5737179487179487,0.5737179487179487,0.5737179487179487,0.6570512820512819
5,0.5,0.5,0.8,0.5,0.5,0.5,0.7,0.7,0.65,0.65,0.65,0.75,0.7,0.75,0.5,0.5
6,0.8716981132075472,0.8245283018867925,0.9716981132075472,0.9433962264150944,0.8622641509433963,0.9339622641509434,0.8528301886792453,0.8622641509433963,0.9339622641509434,0.5,0.5,0.5,0.5,0.5,0.9811320754716981,0.9622641509433962
7,0.6848739495798319,0.7044817927170868,0.7366946778711485,0.7464985994397759,0.7464985994397759,0.8081232492997199,0.5,0.7563025210084033,0.6330532212885153,0.6428571428571428,0.6134453781512604,0.7661064425770308,0.6946778711484594,0.7142857142857143,0.5,0.6554621848739496
8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49038461538461536,0.5,0.5,0.5,0.5,0.5,0.5
9,0.721153846153846,0.6570512820512819,0.5,0.7115384615384616,0.7115384615384616,0.6378205128205128,0.6378205128205128,0.6474358974358974,0.5,0.5,0.721153846153846,0.5,0.6474358974358974,0.7307692307692307,0.6570512820512819,0.6474358974358974
